	er-cv	erytrocyty	hemoglobin	ast	ssn	smoker	relationship	leukocyty	alp	etytr	alt	hbver	indicator	hematokrit	name	weight	trombocyty
6865	54.04341	5.76919	3.18573	59.01026	877-67-6720	Y	married	6.46823	7.89284	3.46305	8.69575	4.43262	1.00000	7.21491	Scott Patel	33.14739	6.37738
6866	47.68712	4.66023	4.49668	71.30202	723-57-9438	Y	single	5.17279	38.63745	7.37525	8.57305	6.66978	0.00000	6.53853	Tina Hall	78.69883	4.12714
6867	48.99015	5.43745	5.99475	57.46960	280-31-0541	no	married	5.48616	82.52704	7.88597	11.73679	7.68950	0.00000	4.29939	Edward Hood	86.55235	8.08676
6868	28.86206	5.15030	6.75172	48.37075	649-38-6383	Y	separated	4.98236	86.65616	6.98713	10.49760	7.23569	1.00000	4.49542	Cheryl Lowery	100.78595	4.12498
6869	35.19397	6.17925	4.10819	37.81051	007-01-8239	yes	single	5.02869	25.44133	7.45186	20.92487	4.96888	1.00000	4.12081	John Martinez	50.40829	4.72788
6870	61.15910	6.02880	7.08587	38.05727	818-99-6743	no	single	3.54283	79.24672	8.38431	17.71904	7.03497	1.00000	5.81074	Henry Holmes	45.67303	3.73299
6871	35.68536	6.07580	3.57193	59.89702	345-03-4804	yes	single	5.41336	21.58845	5.86687	15.21514	4.91719	1.00000	6.32604	Robert Estrada	42.92978	6.06455
6872	24.06139	7.14986	6.52748	47.48709	667-19-6747	yes	divoced	3.61885	87.01046	8.62016	20.78936		1.00000	5.28886	Albert Rivera	21.76268	4.66822
6873	32.51520	6.52339	4.58440	62.29656	610-48-0487	no	single	5.49664	42.99364	7.40004	12.27540	6.58913	0.00000	6.92394	Robert Butler	47.76510	7.17234
6874	74.44543	6.39572	4.63952	43.65033	429-12-7296	no	single	4.29439	52.28164	7.80139	17.31328	4.23756	1.00000	5.72998	Edward Ward	96.62323	5.05795
6875	25.42593	3.89663	5.45957	59.36105	897-85-2957	no	single	6.98325		5.00555	6.63342	6.74490	1.00000	3.95829	Frank Davis	104.25915	5.88599
6876	50.16360	4.87313	3.60248	66.79839	465-94-0513	yes	separated	3.57674	16.66780	6.82721	13.50259	7.81858	0.00000	3.71188	Tami Mccann	78.40173	2.21924
6877	48.81591	3.46327	4.50787	53.32860	760-60-4576	no	married	6.59707	44.26835	6.93207	10.36997	3.16551	1.00000	6.40596	Brent Nelson	45.51406	1.88368
6878	63.95025	4.91924	6.33030	68.94638	100-37-5401	no	divoced	4.74243	84.12060	5.16112	10.60097	6.64292	0.00000	4.75007	Julie Scott	91.03554	7.16300
6879	33.56617	6.75712	5.72426	58.62701	277-94-6694	no	divoced	4.07994	82.88387	7.76386	17.39150	7.39804	1.00000	5.76123	Travis Melton	106.10129	5.45391
6880	48.08353	5.39416	2.51073	21.98360	417-25-8385	no	married	6.66501	19.77283	7.88565	13.97670	6.15963	0.00000	6.02492	David Valdez	66.30399	3.05739
6881	47.14842	6.33234	4.48316	44.21415	854-93-7672	no	widowed	4.98740	44.75645	6.93410	10.96291	6.73014	0.00000	5.69749	Christina Davis	101.22136	4.44640
6882	14.85316	6.62396	7.53005	47.27476	650-37-1691	no	divoced	5.19692	71.31974	7.13224	14.21660	7.35067	1.00000	7.92097	David Wilson	114.61480	3.19247
6883	63.43860	6.59907	5.07200	58.61436	376-24-1514	yes	separated	4.70459	65.04110	6.35439	14.16681	7.53329	0.00000	6.51174	Mario Bauer	42.78159	4.07611
6884	35.30279	5.54006	6.56080	56.71288	287-99-1649	no	separated	6.14129	85.91599	4.29597	13.54108	6.69720	1.00000	5.08895	Robert Franklin	117.56611	4.75721
6885	59.40301	6.88563	6.71163	58.92069	553-75-0821	no	married	4.98527	84.85366	4.74300	16.60980	4.62277	1.00000	5.56537	Amanda Shelton	64.75756	5.37548
6886	40.14417	4.62562	3.13067	46.60332	622-36-2456	no	divoced	5.68966	12.74656	5.67791	11.15904	3.20114	1.00000	5.61087	Virginia Garcia	77.10716	3.83916
6887	38.57842	6.97796	5.56900	56.70640	320-58-3109	no	divoced	5.47738	80.60695	7.03084	17.74118	6.82290	0.00000	5.53308	Joseph Gonzalez	119.77840	6.81052
6888	61.46635	5.65170	5.84289	70.44621	734-89-6288	Y	married	4.47830	87.08631	7.91075	7.67899	7.51657	0.00000	5.28971	Stephanie Morris	83.36996	6.85831
6889	53.13324	5.78776	3.34055	30.75705	203-55-6639	no	nop	5.45750	9.60936	5.74252	12.15935	2.49641	1.00000	5.53909	Rachel Smith	9.81986	3.54867
6890	81.27793	6.44456	5.29397	51.71591	501-16-8535	no	divoced	5.75232	72.88435	6.82519	13.71738	7.36631	0.00000	5.83101	Raymond Martin	64.04395	4.15934
6891	35.71712	6.56347	4.52456	35.47941	387-63-3222	Y	single	5.54845	47.18187	6.85727	7.91215	4.34282	1.00000	5.37287	Jason Olson	56.39019	3.99830
6892	68.04143	5.83906	7.33932	52.83180	131-97-3878	no	divoced	5.71843	67.01921	8.44266	11.69515	7.12130	1.00000	5.54661	Judy Price	84.69745	3.40996
6893	39.68383	5.80194	4.96532	43.96395	656-62-5417	Y	separated	6.09243	54.37485	7.89185	7.79469	7.64767	0.00000	5.68661	Garrett Harper	121.15206	7.41477
6894	60.52177	7.33262	4.33669	42.32878	653-98-0996	no	married	5.39681	41.48421	5.44523	21.10650	7.53047	0.00000	6.95059	Johnny Greene	34.23737	7.52248
6895	23.89743	5.34581	3.41339	56.23693	640-54-3599	no	divoced	5.77230	10.85594	6.16548	9.57325	8.73850	0.00000	5.50199	Eric Gomez	40.91654	8.10462
6896	66.10439	6.46754	4.28459	45.63454	724-47-8326	N	single	5.52986	26.76554	7.12483	18.97888	4.30323	1.00000	5.39298	James Mills	84.01967	3.63530
6897	40.52978	6.40530	3.74308	49.38709	554-08-5865	no	divoced	3.95263	17.01844	5.15859	5.98027	6.19119	1.00000	5.55515	Javier Mitchell	54.09063	5.01029
6898	53.91103	5.08203	4.18458	40.75911	512-18-9137	yes	widowed	5.91161	25.42540	6.39197	12.76498	7.01046	0.00000	5.54560	Dr. Jeanne Woods	40.91564	4.09267
6899	69.13634	6.87229	4.58379	53.80441	306-12-9565	no	divoced	3.58393	51.10730	7.06540	10.73844	7.58622	1.00000	6.58120	Erin Mathis	11.23455	6.51902
6900	34.83123	3.25873	1.23747	31.89618	524-27-7672	Y	separated	5.49787	61.56536	9.39939	7.47409	5.38446	0.00000	5.71849	Lauren Wilson	68.26543	2.18475
6901	50.07952	6.21798	4.59919	55.09762	185-38-3359	no	single	6.52682	48.07705	6.10815	13.10043	8.16904	0.00000	6.86610	Sandra Tapia	-3.25366	2.93546
6902	68.20204	5.30986	5.78470	51.74517	158-46-2409	no	widowed	6.06913	83.76182	7.61100	11.27866	7.11944	1.00000	5.67647	Megan Henry	51.56348	4.25323
6903	70.40204	7.06031	3.08398	52.60281	570-76-4378	Y	single	6.30565	14.82856	7.22934	13.97380	6.83380	0.00000	5.87134	Thomas Hall	102.79000	6.94597
6904	49.33342	6.12268	6.42293	33.10633	241-47-3102	no	nop	5.59979	91.98949	5.61519	11.81302	6.31770	1.00000		Sophia Shepard	71.73675	4.96287
6905	53.74116	4.51435	6.29734	48.64709	470-06-3868	yes	nop	5.59609	82.66399	7.46173	15.46955	6.38783	1.00000	6.08102	Larry Cantu Jr.	66.82415	4.95908
6906	53.56431	4.62940	2.92714	51.48705	778-74-5789	Y	married	5.96363	9.59621	4.19408	9.96291	3.54250	1.00000	3.23454	Daniel Moreno	41.65759	4.23873
6907	36.43634	5.43416	4.38855	58.15083	564-66-3427	no	nop	5.68611	33.22134	6.88440	11.13242	6.95573	0.00000	5.19508	Gerald Dennis	60.01310	6.72182
6908	49.83266	5.61043	2.98433	34.16135	285-52-8921	no	single	6.14535	10.06084	5.65092	10.68581	2.72432	1.00000	6.38034	Amy Cooper	82.44121	4.45501
6909	45.37056	5.99400	3.18130	51.49534	653-91-3514	no	married	6.33513	12.27502	6.39382	13.68358	3.71272	1.00000	5.96870	Patricia Mccarthy	93.10481	5.38231
6910	37.01157	4.64077	2.61750	58.55557	540-45-4911	no	separated	5.45243	7.81066	6.08284	13.97826	4.20164	1.00000	7.23041	John Mcclure	56.82382	4.42226
6911	44.22642	6.14371	6.69825	56.19690	100-37-5401	yes	single	4.89161	83.89415	7.89505	11.03587	6.17889	1.00000	5.55093	Julie Scott	113.80454	4.62143
6912	23.24592	5.05860	2.50308	53.16854	116-88-1404	no	nop	6.52024	16.41488	4.78927	11.21508	6.13157	0.00000	5.51351	Darrell Mendoza	75.71110	6.26204
6913	74.97821	5.24896	5.83997	51.83518	842-73-5306	no	divoced	5.80576	86.33224	8.28553	17.10267	3.23169	1.00000	4.54874	James Diaz	87.43524	2.68905
6914	49.90953	6.21203	4.54150	37.35298	405-08-3775	no	nop	5.93193	47.18162	6.26832	8.42913	7.32360	0.00000	4.71639	Candice Howell	83.41526	4.11703
6915	36.86837	5.26657	5.11813	41.42789	424-09-2020	no	single	5.44014	62.43613	8.28976	13.03240	3.95806	1.00000	5.43837	Candace Harding	78.89891	2.82008
6916	35.80795	6.17921	2.84544	50.61008	203-55-6639	no	divoced	6.13259	14.14212	4.43944	16.78069	6.30661	0.00000	7.69328	Rachel Smith	59.35868	6.18186
6917	30.26672	5.97645	8.24290	58.65393	306-56-4649	N	single	4.43523	32.29489	7.61548	7.40623	5.55955	1.00000	4.51464	Glenda Brewer	5.44740	2.92143
6918	40.67670	5.30193	1.89531	62.90907	207-04-0276	no	single	5.57139	33.39794	4.31848	8.83053	6.33714	0.00000	6.14408	Brandon Leon	64.31744	6.37664
6919	48.99920	4.56897	3.24151	62.65975	510-03-8464	N	single	5.67172	9.56044	4.76793	4.68951	3.64739	1.00000	4.46063	Emily Reynolds	104.21404	4.75318
6920	38.52020	6.58783	6.68372	52.97662	293-29-5090	no	divoced	3.35912	84.74597	6.81522	11.67888	7.03059	1.00000	5.23098	Crystal Daniels	86.94039	4.52145
6921	49.27335	5.78019	6.73867	50.12391	252-84-9465	no	single	4.94513	82.88218	8.17768	13.37936	6.99073	1.00000	6.76981	Mrs. Lisa Moore	-40.97728	4.34260
6922	26.58069	6.40369	3.76415	33.03299	671-51-7385	no	single	4.56458	13.85061	5.70077	12.55759	3.64843	1.00000	3.79987	Steven Jones	114.89515	4.47759
6923	44.41373	6.48670	4.87787	44.20405	611-64-3480	no	divoced	5.17284	54.81393	4.54416	12.84922	5.15217	0.00000	6.60386	Albert Spencer	70.66466	5.85051
6924	36.40148	4.59783	7.19192	39.84617	743-97-6667	no	married	7.56982	76.64943	8.35890	14.42794	6.85466	1.00000	4.60870	Kevin Orr	78.81145	3.69432
6925	51.36066	4.47102	4.63478	30.19284	664-66-6112	no	divoced	6.24103	50.83755	7.25214	7.78573	3.69240	1.00000	5.18897	Paul Martinez	-7.27932	3.78189
6926	75.94886	4.73341	5.87290	37.82270	778-65-0007	yes	divoced	5.16819	89.10792	8.29517	12.22573	7.27382	0.00000	6.71591	Rachel Wu	-1.13453	7.31520
6927	63.98565	6.93396	4.81236	46.48845	856-19-9661	no	separated	4.82761	51.19080	6.90115	16.18335	5.53267	1.00000	6.82165	Troy Armstrong	64.08496	4.16079
6928	47.23519	5.70966	5.63314	34.25731	404-14-4045	no	divoced	4.54117	79.62313	6.69212	11.76899	7.82483	1.00000	5.28489	Christina Robinson	125.55198	6.44044
6929	51.07401		3.97562	60.70418	326-61-1093	no	single	5.78868	21.68157	6.21624	14.93450	6.99855	0.00000	7.89719	Sandra Roberts	71.58598	4.18946
6930	57.77680	4.78975	6.99952	49.73773	074-27-8566	no	divoced	6.65229	77.02494	5.72321	9.58496	6.73269	1.00000	4.43684	Rachel Moore	13.46523	4.22919
6931	64.92508	5.44550	5.40631	39.31944	649-54-9177	yes	divoced	5.39540	69.94385	5.74347	11.78281	6.49522	0.00000	5.63723	Karen Mejia	106.18576	6.80079
6932	42.58497	6.19947	5.46104	52.37237	784-32-2356	yes	widowed	5.27668	78.15769	6.71957	11.98431	6.92706	0.00000	4.74679	Scott Griffith	46.80726	6.97743
6933	37.28788	4.41073	6.43353	49.53506	539-62-0026	yes	nop	6.54347	93.00007	6.89598	11.15181	6.66795	1.00000	5.42848	Peter Benitez	57.35828	4.83141
6934	12.57562	5.35550	4.28905	60.52907	393-12-0865	no	divoced	6.98920	31.35694	7.47940	10.39734	2.47230	1.00000	6.86248	Karen Mullen	105.85485	3.62226
6935	69.01759	6.31079	3.51068	25.96276	884-63-9525	no	separated	5.19533	10.64275	5.47543	13.75647	4.49072	1.00000	6.33759	Erica Wheeler	48.15196	6.18731
6936	65.40243	5.48348	3.97126	49.84590	832-98-5172	no	married	4.90488	25.18089	5.63710	14.03723	5.04122	1.00000	3.89093	Anthony Davidson	49.26039	5.83246
6937	48.90346	7.33801	3.85646	52.72960	645-27-9428	Y	married	6.45186	17.24821	7.06617	19.03340	2.59023	1.00000	4.44813	Charles Johnson	100.54282	3.42909
6938	44.12441	6.23147	4.71881	60.84518	198-19-1140	no	separated	4.08306	46.30617	7.36227	16.30342	3.11701	1.00000	6.18149	Marilyn Mcclain	27.70310	3.83291
6939	77.31510	5.60551	4.29898	64.35806	594-75-8981	no	married	6.73708	35.02839	6.59119	12.94035	4.20205	1.00000	5.30202	Shelley Ibarra	60.56662	4.02698
6940	25.93045	4.64875	4.50998	62.71412	644-43-2833	yes	married	7.80325		6.62184	11.97448	3.06103	1.00000	4.65785	Ashlee Schultz	128.28313	3.53802
6941	54.43278	4.69867	5.10443	57.55800	876-92-8655	no	divoced	5.14913	64.04492	7.48611	9.54366	3.75629	1.00000	5.80851	Marc Baker	88.77130	2.40183
6942	76.48396	5.54817	4.12630	35.39401	421-63-9580	no	married	6.71493	33.15711	4.82020	12.83269	6.04126	0.00000	6.22562	Michelle Carey	58.69221	5.56385
6943	37.94701	7.49756	3.88981	64.49291	891-11-7942	yes	nop	4.45934	23.67107	6.05616	22.51938	3.76734	1.00000	3.13345	Kelli Black	44.19806	4.01618
6944	28.87438	4.85381	6.34346	41.91087	569-58-5783	yes	nop	6.02278	85.88777	8.03402	15.42378	5.12564	1.00000	3.92052	Michael Turner	63.90217	3.59120
6945	56.23703	5.10358	2.16727	33.06337	309-16-3482	no	widowed	3.71827	26.39015	5.17522	13.94572	2.99225	1.00000	6.13698	Tonya Cole	74.38141	6.32456
6946	33.41302	5.46532	5.66939	35.97823	098-72-6173	Y	married	7.53904	76.61992	8.10771	10.52051	6.64860	0.00000	5.84307	Bruce Graham	34.63960	7.24337
6947	60.09256	5.25146	3.12233	51.69284	098-07-1246	no	single	6.12880	7.08064	5.94174	8.88365	4.81894	1.00000	4.45376	Christopher Sellers	90.50142	6.06790
6948	57.38641	5.16827	5.06222	48.82190	555-54-4484	Y	single	4.15604	59.09275	5.87469	11.34336	3.04384	1.00000	5.14334	Joshua Johnson	85.74531	1.74134
6949	50.84532	6.60094	5.47712	47.91079	576-82-5237	no	divoced	5.56462	72.40887	5.75213	18.80463	6.90594	0.00000	5.84790	James Smith	28.04145	6.92737
6950	33.32420	5.47110	3.53176	70.84511	521-88-3690	yes	nop	4.97088	15.46899	7.75309	10.41206	5.26017	0.00000	5.72552	Jordan Jackson	68.31481	5.21857
6951	45.62565	5.17492	4.93709	33.82347	396-27-6801	no	divoced	5.82348	61.49042	7.55206	9.22648	4.40681	1.00000	5.78353	Dana Baker	47.56623	2.61417
6952	59.08249	4.83333	5.59538	72.82313	667-48-9309	yes	divoced	5.77841	85.08959	5.91728	9.90369	7.38771	0.00000	7.18450	Nicholas Coleman	97.94502	5.03663
6953	33.47952	6.29210	5.43771	70.91790	158-92-5480	yes	married	5.82648	73.92413	5.24869	12.14478	7.01219	1.00000	3.36175	Anthony Andrews	79.50427	5.91285
6954	46.46294	6.24282	7.07816	71.24104	211-27-3325	Y	separated	5.30512	73.44362	5.11614	14.84713	5.70995	1.00000	3.73220	Susan Thomas	76.14162	4.54596
6955	66.38519	5.16268	6.49994	65.15066	759-31-1407	yes	divoced	5.06001	86.33613	6.76719	6.35981	7.87352	1.00000	6.21670	Sarah Clark	100.83799	4.28538
6956	48.55724	5.52115	5.98415	26.65376	761-89-8613	Y	widowed	4.74491	94.07177	6.63681	10.72464	6.42742	1.00000	5.36584	Curtis Green	109.56039	5.43899
6957	43.45313	6.70738	5.51492	44.34517	422-26-3598	yes	divoced	4.96286	80.58387	8.02073	12.31231	6.54079	0.00000	4.82034	Albert Bowman	49.13554	6.80960
6958	47.45921	4.61401	3.02575	39.62993	258-75-8308	no	separated	5.98455	7.63237	3.05179	9.34530	3.27048	1.00000	5.29476	Kristin Orozco	80.14914	5.74411
6959	38.41626	6.40903	4.68077	58.94501	303-53-7332	yes	widowed	4.41961	47.42001	6.21208	15.29007	8.28820	0.00000	5.85818	Andrea Arnold	138.72947	2.79811
6960	59.78435	5.10777	4.87797	58.84792	418-92-9183	no	married	5.99546	63.04006	6.08800	3.94901	4.82153	1.00000	6.08001	Kevin Moss	98.97971	5.61787
6961	78.34821	6.40156	7.46359	51.06765	380-58-7265	no	married	4.99318	68.34258	6.22666	11.83304	6.48582	1.00000	6.04330	Andrew Jones	35.37868	3.54676
6962	49.21814	4.93388	4.77006	41.12936	813-41-7984	no	widowed	6.14931	49.23891	6.18722	12.40749	5.66715	0.00000	5.79000	David Bradshaw	76.66138	5.09354
6963	64.27950	8.38235	3.75508	51.16301	009-19-8203	no	single	4.74938	27.31675	5.60823	35.07733	6.21294	0.00000	6.02269	James Shepherd	86.23275	6.30323
6964	38.76153	5.19175	4.97153	34.30262	754-17-1945	Y	married	6.39616	61.09051	8.28273	12.98231	5.10143	1.00000	4.15852	Nicholas Ross	104.86451	3.55205
6965	72.79777	6.16870	5.30147	38.95563	401-81-9587	no	married	5.11670	65.83520	5.98521	16.35899	6.69895	1.00000	5.59956	Sierra Zimmerman	49.19961	6.20842
6966	42.00430	6.01785	3.21388	49.14024	070-92-6789	yes	separated	6.11082	10.19231	8.59470	19.56100	4.97642	0.00000	6.91269	Paul Lee	89.64438	4.76624
6967	41.32789	3.86348	6.13371	36.76386	706-97-5203	no	nop	6.98981	90.42751	6.76978	9.14228	7.05384	1.00000	4.58599	Angela Poole	-5.54204	4.80897
6968	52.86241	5.27688	4.24106	55.42301	258-33-3021	no	single	5.86575	25.07246	6.97698	8.65878	5.72758	0.00000	3.98889	Emily Yoder	70.74567	5.60106
6969	55.46043	5.14896	6.66590	47.98233	683-04-9510	no	separated	6.21746	92.38370	5.87816	13.12126	5.46150	0.00000	3.78404	Victor Sherman	78.18470	4.80422
6970	14.40776	6.84356	5.72304	30.45095	279-28-1210	no	widowed	6.16642	78.01131	7.32872	15.39529	6.70072	1.00000	6.99941	Clifford Harvey	67.72155	5.47144
6971	61.23874	3.86942	4.78560	45.38070	237-39-0429	yes	married	8.44706	54.79243	6.82392	10.62467	6.46143	0.00000	5.78600	David Leonard	46.55103	4.84393
6972	56.74793	6.93514	7.81815	58.28867	279-04-1116	no	single	3.90051	53.28363	8.16871	14.79215	8.15458	1.00000	7.07988	Michael Hines	26.02945	2.85952
6973	32.41436	6.00236	9.48313	51.60661	536-55-0350	yes	divoced	4.67742	7.18929	8.11310	12.14725	6.52949	1.00000	5.10391	Anita Johnson	62.65748	1.35657
6974	72.08093	5.40338	6.57888	56.37583	104-98-4269	no	single	5.50660	86.83131	8.77215	9.58579	8.24006	1.00000	5.70988	Bonnie Smith	104.44590	3.87310
6975	37.26535	5.10433	3.65995	41.87104	865-24-0620	no	married	6.56118	12.85032	5.89176	8.06765	3.89709	1.00000	4.84058	Kelsey Smith	43.38470	6.20503
6976	65.88038	6.67828	5.77556	58.77737	848-58-2176	no	nop	5.69847	89.84982	8.02433	14.56268	6.75770	1.00000	5.77625	John Wood	88.50394	5.54290
6977	37.76306	5.72017	3.57373	79.71573	013-14-3007	Y	divoced	6.77807	14.22798	4.84571	14.22557	5.07889	1.00000	5.92559	Susan Schwartz	71.47758	4.85674
6978	51.71222	4.73284	3.63137	35.69293	724-25-3494	yes	married	6.29117	17.22088	10.08978	17.73009	8.03017	0.00000	4.97336	Vanessa Jenkins	41.12983	8.02565
6979	44.38072	4.90503	4.13833	32.39581	474-10-4382	no	single	5.06441	31.38201	6.73014	6.98969	4.21951	1.00000	6.71590	Jill Smith	-17.32857	3.96118
6980	26.54099	7.31283	4.79401	42.36157	638-87-0901	no	separated	6.17119	47.93749	6.82201	21.63189	5.92784	0.00000	4.47636	Joanne Jones	93.26242	5.88604
6981	70.07280	8.37487	4.56829	40.67160	449-64-8564	Y	married	5.60089	40.32131	6.58399	38.39187	6.66813	0.00000	6.37827	Andrea Raymond	70.23284	4.76520
6982	65.35711	6.31717	5.57398	58.49921	649-68-6050	no	single	7.02180	82.24848	7.72530	17.98970	7.55692	1.00000	4.62508	Patricia Peterson	45.24500	5.50136
6983	43.64930	5.70285	6.48957	54.50054	850-91-2441	no	divoced	3.91091	88.67198	6.94916	10.43025	6.66116	1.00000	3.58548	Rachel Terrell	75.05165	4.66974
6984	38.86939	4.30257	6.26685	45.95166	751-03-3979	no	separated	4.58500	92.94660	6.91383	8.66494	6.64666	1.00000	4.49008	Christopher Lee	105.21105	4.78528
6985	34.32558	4.64192	2.57096	58.65679	785-55-0188	no	single	6.65060	18.36158	5.22626	12.13915	3.95236	1.00000	5.85255	April Tucker	107.33469	6.29718
6986	53.55493	4.55189	4.32122	51.64754	287-26-5357	Y	divoced	4.52704	27.46862	6.58731	8.59921	3.08029	1.00000	4.89202	Walter Sullivan	49.20447	3.09253
6987	30.61402	7.17216	5.81819	48.29704	165-82-4405	no	separated	6.72539	81.80821	7.65869	21.94590	5.19989	1.00000	5.26637	William Taylor	38.82048	3.50665
6988	38.29097	6.10283	8.23953	34.35649	736-56-2856	no	divoced	4.43604	29.04433	7.21389	6.79273	5.90975	1.00000	4.02264	Justin Cochran	100.56576	2.89441
6989	56.41267	5.92178	5.55968	58.23749	036-90-4665	no	married	5.76985	81.12233	8.64523	11.76250	3.65737	1.00000	4.49467	Rebecca Ellis	94.14315	1.45669
6990	57.73326	6.70430	7.77011	58.40391	510-51-8193	no	single	7.51504	49.03774	6.47244	15.26839	7.42971	1.00000	6.43973	Laura Wheeler	25.01350	3.15473
6991	63.24125	6.69957	6.14293	45.09947	019-23-7115	no	widowed	6.39060	91.66335	8.86533	16.89598	6.53133	1.00000	5.65978	Julia Evans	67.81032	2.24700
6992	58.09126	5.99815	7.28504	61.71149	842-15-8417	no	married	4.96076	69.65833	6.24962	16.03125	6.10262	1.00000	5.70320	Anita Ochoa	53.79405	3.99405
6993	68.35057	5.96779	4.79363	42.85325	266-05-4255	no	divoced	6.20017	54.66258	5.72670	10.98707	8.77844	0.00000	6.36229	Gabriel Williamson	106.49538	2.42172
6994	58.63531	6.43579	5.29990	47.80810	179-55-4740	Y	widowed	4.85330	75.39516	8.07251	17.07844	7.26906	0.00000	6.26563	Nicole Boyd	51.48724	5.62550
6995	49.19902	6.14713	3.04028	57.58727	218-10-1003	Y	married	5.68018	2.09546	5.65578	11.06389	4.21511	1.00000	5.33862	Barbara Lawrence	29.88712	5.15232
6996	45.71241	4.60432	5.76413	43.50496	790-95-4861	no	single	4.76221	82.21327	5.48752	9.07912	7.42637	1.00000	5.58640	Jonathan Kline	78.39344	5.38610
6997	42.23052	5.61190	3.82545	57.01289	596-06-4356	yes	married	4.31438	16.16996	7.66564	13.52071	6.92539	0.00000	6.45479	Steven Graves	57.03928	2.96689
6998	52.52999	5.32842	1.68801	62.22479	009-19-8203	no	divoced	4.74286	45.39632	6.38321	9.26928	7.14796	0.00000	6.95409	James Shepherd	55.49292	6.15479
6999	53.19724	5.84482	4.75776	53.67974	198-19-1140	Y	married	5.32416	48.42245	6.21533	10.24295	6.17732	1.00000	7.02206	Marilyn Mcclain	39.32398	4.99982
7000	65.90045	6.61879	6.00000	51.29687	491-96-2670	yes	divoced	5.68190	92.80623	5.94369	9.80262	6.42874	1.00000	6.37018	Morgan Peterson	113.33501	5.48775
7001	55.06203	4.25002	4.12444	59.23143	839-99-2314	yes	divoced	5.55672	30.12870	7.63080	8.60060	3.85407	1.00000	4.55911	Deborah Ramirez	78.01440	4.20901
7002	43.37949	4.39057	5.49698	41.45633	584-36-8627	no	married	5.60244	74.30377	6.76304	4.10799	7.56517	0.00000	4.39338	Maria Meyer	22.34454	6.87407
7003	73.03372	6.67597	3.25679	42.52397	723-57-9438	Y	single	4.36155	9.69102	6.34441	19.42170	3.19518	1.00000	7.60426	Tina Hall	57.71747	3.89557
7004	24.72633	5.81375	3.77025	41.26769	842-06-9202	no	divoced	6.57076	17.84557	6.91431	14.09928	2.70303	1.00000	6.64255	Mrs. Michelle Daniels	120.09802	4.66041
7005	59.42027	3.09099	4.52054	54.01279	009-66-9330	no	married	4.83755	49.85785	6.64839	9.29094	5.54847	0.00000	6.34122	Joshua Huang	64.35911	6.19526
7006	64.32939	4.11776	1.40653	50.74648	170-04-1677	no	nop	6.67579	52.64003	9.74535	10.95138	4.84587	0.00000	7.65669	Thomas Clark	29.75388	2.79308
7007	56.90130	4.12911	4.07067	65.73395	005-48-1856	yes	married	5.93272	33.43351	6.97505	9.11854	6.82414	0.00000	6.77302	Vanessa Norman	64.12354	3.85131
7008	36.89092	6.37569	5.71287	60.02912	266-10-7558	no	divoced	6.13652	74.32515	7.05030	14.76175	6.33491	0.00000	5.12439	Jacob Bennett	128.79573	5.67334
7009	66.70236	5.53306	7.21793	51.91983	290-10-7799	Y	nop	4.92769	73.97220	9.32791	11.87671	6.95852	1.00000	6.68226	Mary Lopez	13.86802	3.85033
7010	59.99962	4.60928	4.35431	43.75736	362-87-0364	no	divoced	4.23746	30.19565	8.13415	10.46035	4.78958	0.00000	5.36040	Brian Griffith	56.69244	4.50076
7011	45.93401	5.42883	4.00985	46.31339	367-01-9451	no	divoced	6.15190	27.61399	5.43467	10.18020	7.77820	0.00000	5.46467	Nicholas Rodriguez	48.19211	6.99776
7012	54.87967	4.27087	2.61507	53.00770	082-10-1334	no	married	5.65738	10.76687	5.07999	6.79490	3.84164	1.00000	5.74197	Gabriela Diaz	22.44252	6.31067
7013	31.45428	4.93677	3.86461	24.37007	543-37-7225	no	nop	5.60642	19.26132	4.90481	4.90217	6.55965	1.00000	5.65550	Mathew Ellis	47.78727	7.88800
7014	44.41889	5.07711	6.00532	59.65296	743-99-5124	N	nop	3.91716	88.06556	5.96733	9.79933	7.77660	1.00000	7.47060	Mary Sutton	51.01564	5.12467
7015	60.02121	4.01461	2.59510	64.27272	145-18-9573	no	nop	6.41809	19.75034	3.62965	9.98033	5.19324	0.00000	4.05430	Alicia Walsh	131.14795	6.05066
7016	50.23427	7.51981	3.82172	27.44293	079-20-1892	Y	divoced	4.94667	21.58513	7.30096	17.54149	4.64642	1.00000	5.78741	Steven Brooks	-0.46023	6.40001
7017	53.06126	3.47021	5.54881	53.95300	314-97-8390	N	married	3.53114	77.63617	5.66540	8.26441	7.19372	0.00000	5.65028	Julie Gonzalez	139.25365	5.27309
7018	49.68253	6.19321	3.31568	43.34971	606-19-0424	no	separated	4.91613	10.00587	5.26157	16.63226	3.36977	1.00000	4.45942	Colleen York	43.67760	5.63213
7019	70.34899	5.26965	5.56680	40.53711	602-15-2691	yes	separated	3.77003	78.61461	5.21695	16.46305	6.77676	1.00000	4.99373	Tanya Davis	89.02139	5.81473
7020	62.08387	6.55871	4.70748	58.26344	383-61-2647	Y	single	5.44055	47.18610	4.90755	11.23541	6.05448	0.00000	4.20717	Lisa Vargas MD	85.76985	6.54085
7021	37.92037	4.91866	7.94243	39.94143	332-59-6167	no	divoced	5.11693	42.29645	6.67119	15.71341	7.12590	1.00000	4.91464	Melinda Drake	58.62270	2.85149
